"Year","Country Name","Country Code","Adolescent fertility rate (births per 1,000 women ages 15-19)","Fertility rate, total (births per woman)","GDP (current US$)","GDP growth (annual %)","GNI per capita, Atlas method (current US$)","GNI, Atlas method (current US$)","Immunization, measles (% of children ages 12-23 months)","Inflation, GDP deflator (annual %)","Internet users (per 100 people)","Life expectancy at birth, total (years)","Merchandise trade (% of GDP)","Mobile cellular subscriptions (per 100 people)","Mortality rate, under-5 (per 1,000)","Population growth (annual %)","Population, total","Surface area (sq. km)","Time required to start a business (days)"
2007,"Poland","POL",13.915,1.31,4.24789821809376E11,6.69999999999999,9870.0,3.76271298872178E11,98.0,3.90880909879827,43.9554586816143,75.1439024390244,72.1673274454227,108.573368282103,6.8,-0.0543050208038707,3.812056E7,312690.0,31.0
2007,"Portugal","PRT",16.489,1.3,2.22758266725063E11,1.75104120037743,18960.0,2.01089218068581E11,95.0,2.98257834126963,40.0554186872869,78.2970731707317,58.2917393455326,126.795873244953,3.8,0.22640847104148,1.0608335E7,92120.0,7.0
2007,"Romania","ROM",31.231,1.29,1.65976294959603E11,6.0,6390.0,1.37703010289157E11,97.0,10.8250951611578,23.8786064223797,72.57,66.9450474220091,94.7562089403878,14.9,-0.189143146569654,2.1546873E7,238390.0,14.0
2007,"Russian Federation","RUS",25.061,1.41,1.29008212749316E12,8.09999999999999,7530.0,1.06989376887909E12,99.0,13.5262675783504,21.1118930330753,67.5829268292683,44.7947450541722,114.919071076707,14.5,-0.281096460565032,1.421E8,1.709824E7,30.0
2007,"Rwanda","RWA",36.707,5.43,3.41181216849813E9,7.94445320729469,330.0,3.14242578539101E9,99.0,10.5481912729185,2.11538717825754,49.8114634146342,26.7897514534731,6.7178033311848,180.6,2.62048902695432,9454534.0,26340.0,16.0
2007,"Samoa","WSM",27.583,3.929,5.44398470363289E8,6.39208099931274,2750.0,4.98567119839366E8,63.0,7.12995841905919,4.68855482788086,71.6180487804878,44.5611097764684,47.4371429644416,27.0348,0.538658756816113,181292.537083156,2840.0,35.0
2007,"Sao Tome and Principe","STP",66.117,3.853,1.44919404881508E8,6.0,920.0,1.45260625530832E8,86.0,19.388625160761,14.5557729518172,65.4334146341464,59.2679973190807,19.0484439163802,98.7,1.84390306246426,158012.907154674,960.0,144.0
2007,"Saudi Arabia","SAU",26.143,3.352,3.83586712913554E11,3.3809458407728,15500.0,3.74333136813018E11,96.0,4.1243741441823,26.1617221805912,73.0117073170732,84.7703252102167,117.483518545468,24.8,2.00098347177672,2.41574310604394E7,2000000.0,15.0
2007,"Senegal","SEN",104.369,5.04,1.12991399330475E10,4.66018437728091,870.0,1.03284344000349E10,84.0,5.60838492829348,6.89461786790669,55.4131707317073,54.1880293392262,30.5280562600818,113.6,2.64514809764511,1.1893335E7,196720.0,58.0
2007,"Serbia","SRB",22.102,1.4,4.01218753207252E10,7.52639480724338,4540.0,3.34923536459628E10,95.0,6.80000000000032,20.320855470083,73.3829268292683,68.2385850141392,114.509944281569,7.7,-0.405458541825536,7381579.0,88361.0,23.0
2007,"Sierra Leone","SLE",126.02,5.22,1.66351661933362E9,6.84530168843953,280.0,1.53681374749713E9,67.0,10.3006520701223,0.239834698546233,47.3739024390244,41.4727446652361,14.3162866209136,261.8,2.79876495019997,5420400.0,71740.0,26.0
2007,"Singapore","SGP",4.539,1.29,1.66949511481701E11,7.76624570853765,31890.0,1.46339189183449E11,95.0,5.57805900315458,67.665518894652,80.4926829268293,336.900177190186,129.104737828532,2.7,4.16522945206268,4588600.0,699.0,5.0
2007,"Slovak Republic","SVK",20.704,1.25,7.49719176142111E10,10.423169946985,11720.0,6.32779163373567E10,99.0,1.1144713796094,42.8291792330932,74.1926829268293,158.374428117193,112.427375967101,7.8,0.109540274600589,5397318.0,49030.0,25.0
2007,"Slovenia","SVN",4.885,1.37,4.71816894495386E10,6.76455407834504,21510.0,4.34117597220076E10,96.0,4.12450195519203,52.563720131885,77.739756097561,130.903293037134,95.5547781551363,3.9,0.559207815536831,2018122.0,20270.0,60.0
2007,"Solomon Islands","SLB",41.787,3.866,5.30941176470588E8,10.2440924435212,1050.0,5.18243978823637E8,78.0,6.01326643467308,1.81685409790183,63.5887804878049,85.5385796255263,2.20041218523666,70.3,2.31579152532206,495361.736002551,28900.0,57.0
2007,"South Africa","ZAF",59.16,2.69,2.83743429687231E11,5.09778737017473,5730.0,2.74323158007171E11,83.0,8.99045611412188,8.28828000426326,50.4634146341463,55.7664719054183,88.3999607111286,59.0,0.96528820598173,4.78507E7,1219090.0,31.0
2007,"Spain","ESP",12.121,1.38,1.43688820759882E12,3.82516085280116,29290.0,1.31460049665179E12,97.0,3.08018045585874,51.3050741277452,80.8673170731708,44.7534227798147,107.895744875464,4.3,1.71362290408843,4.4878945E7,505370.0,47.0
2007,"Sri Lanka","LKA",29.769,1.882,3.2357034358047E10,6.79764348869291,1540.0,3.07884300589469E10,98.0,14.0275701144305,3.85664667666167,72.4192682926829,58.8440516189173,39.8974962518741,20.5,0.621618203776028,2.001E7,65610.0,39.0
2007,"St. Vincent and the Grenadines","VCT",58.928,2.132,5.54992592592593E8,7.69319942248312,4890.0,5.3290664657594E8,99.0,3.50083628177732,52.2911793037017,71.5821951219512,67.4350007540975,101.363240218339,19.1,0.12208724786924,109005.0,390.0,12.0
2007,"Sudan","SDN",56.824,4.228,4.6227910656E10,10.1626024246216,910.0,3.67025338242909E10,79.0,7.02944183349609,8.65644632201941,57.9524390243903,38.1895909840533,20.3255635049763,108.6,2.21879638858705,4.0432296E7,2505810.0,39.0
2007,"Swaziland","SWZ",83.854,3.574,2.89357468020029E9,3.51061279660794,2550.0,2.93436457104211E9,91.0,8.94560318354361,4.09936086447878,45.7839024390244,134.781383963798,33.0033289936851,90.9,1.28378402213223,1151399.0,17360.0,61.0
2007,"Sweden","SWE",7.721,1.85,4.54310084630408E11,2.72890309055633,47870.0,4.37933050091359E11,96.0,3.0821083344551,79.745186209321,80.9156097560976,70.6125727367418,113.367902290445,3.2,0.741552514625423,9148092.0,450290.0,15.0
2007,"Switzerland","CHE",5.518,1.45,4.24366839906895E11,3.3,60820.0,4.59194818202297E11,86.0,1.4312977099237,71.9643389067423,81.7217073170732,78.5307139156104,108.725831537877,4.9,0.879917232493537,7550077.0,41280.0,20.0
2007,"Syrian Arab Republic","SYR",61.101,3.285,4.05486583900681E10,4.19999537610691,1740.0,3.56015922497002E10,98.0,13.7311846188853,16.9235956232168,74.1134146341464,64.6158011270173,30.4072729127805,16.9,3.5479151928933,2.0503917E7,185180.0,43.0
2007,"Tajikistan","TJK",28.359,3.45,3.7123311546841E9,7.80000000000001,460.0,3.09417881248319E9,85.0,27.8554094652601,7.19761951797855,66.6607317073171,105.674839784971,34.9318909881221,67.3,1.50225443864209,6727377.0,142550.0,49.0
2007,"Tanzania","TZA",130.437,5.579,1.68255530365876E10,7.14810145652302,400.0,1.59340069768117E10,90.0,8.97159467328106,0.969081244840097,55.3607317073171,44.6226045805071,20.1638115554653,115.6,2.84800388267742,4.1276209E7,947300.0,29.0
2007,"Thailand","THA",37.28,1.81,2.36614829822365E11,4.92624355085236,2660.0,1.77918579032971E11,96.0,3.44966271444507,20.0300513476099,68.7624390243902,123.434114513981,118.044963673062,7.0,0.708399810293995,6.6979359E7,513120.0,33.0
2007,"Togo","TGO",64.781,4.304,2.49894345240786E9,1.89999999999999,370.0,2.36064264566004E9,80.0,1.34249361923482,5.41703469330584,62.3821951219512,84.0355150084144,18.8932298176572,100.3,2.50058949834943,6300495.0,56790.0,53.0
2007,"Tonga","TON",22.75,4.048,2.528395E8,-0.276782965207673,2460.0,2.53619764448212E8,99.0,6.03407552693737,8.15011740050065,71.8060975609756,59.7493666930998,45.1409776259872,23.0518,0.555554281808236,103066.0,750.0,32.0
2007,"Trinidad and Tobago","TTO",34.597,1.635,2.08778128950695E10,5.50000000000001,14480.0,1.9302964981893E10,91.0,3.87479559557305,15.9633938330431,69.7421951219512,100.868204470657,113.259078990266,35.3,0.347014951703204,1333049.86537085,5130.0,43.0
2007,"Tunisia","TUN",6.882,2.03,3.5019906323185E10,6.33251703577513,3210.0,3.28221988049074E10,98.0,2.37361138848826,16.8422751188218,74.3024390243903,97.1129753636272,76.6974299293915,21.2,0.956108199733671,1.02254E7,163610.0,11.0
2007,"Turkey","TUR",38.784,2.131,6.5588142618958E11,4.62068805825862,8120.0,5.93031632528249E11,96.0,7.58760067691216,28.9581179790579,71.7704878048781,42.2842381764349,84.8940224100312,23.0,1.2624021768062,7.3003736E7,783560.0,6.0
2007,"Uganda","UGA",149.954,6.381,1.18923751248202E10,8.58810892115258,370.0,1.13971503474882E10,68.0,7.27610429103093,3.67196535074744,52.3660975609756,43.5512161838094,13.6932581802249,130.4,3.27055789745755,3.0637544E7,241040.0,28.0
2007,"Ukraine","UKR",28.335,1.2,1.4271900990099E11,7.90000076782249,2570.0,1.19485394649074E11,98.0,22.7526076490092,21.5010530140714,68.2170731707317,77.014337526761,118.772676891851,24.2,-0.596804887457382,4.650935E7,603550.0,27.0
2007,"United Kingdom","GBR",24.12,1.9,2.77202994575335E12,3.02473392954174,43430.0,2.64910499029767E12,86.0,3.08690121638442,71.725701898914,79.3260975609756,38.3297820064221,120.036980826372,5.8,0.652008314567837,6.1001341E7,243610.0,13.0
2007,"United States","USA",35.882,2.1,1.37513954447301E13,2.0,46090.0,1.38875050044205E13,93.0,2.65638389031704,73.5915669288725,77.9853658536586,23.1458837235298,87.2913140163962,7.6,0.976239006979188,3.0129E8,9632030.0,6.0
2007,"Uruguay","URY",61.1,2.02,2.42538059451213E10,7.58165271221995,6620.0,2.20172914225524E10,96.0,9.77722493137252,29.1223638694957,75.8551219512195,41.8162206086261,90.3853177556766,14.0,0.284407272239314,3323906.0,176220.0,44.0
2007,"Uzbekistan","UZB",12.881,2.39,2.23113939278817E10,9.5,730.0,1.97246134206129E10,99.0,24.0132963897767,7.54062483716568,67.1368292682927,57.7149058531394,21.9153596498411,40.8,1.43198032604381,2.68678E7,447400.0,15.0
2007,"Vanuatu","VUT",47.04,3.744,5.07428883812648E8,6.82538857410199,1970.0,4.4489063704138E8,65.0,5.90672492949496,7.52552990503621,70.1329268292683,45.6682067955675,11.5096339724083,34.1248,2.29518078473064,225897.71370948,12190.0,39.0
2007,"Venezuela, RB","VEN",89.9,2.58,2.28070799254774E11,8.4002928926586,7550.0,2.0761756600472E11,55.0,14.0309710712221,20.8117490812502,73.5624390243902,50.5376402312876,86.6722410217225,19.3,1.65832761667099,2.7483E7,912050.0,141.0
2007,"Vietnam","VNM",16.64,2.136,6.86428466907774E10,8.47961671286141,770.0,6.54182959313544E10,83.0,8.24454768526195,20.9876354737073,74.2226829268293,162.076611567666,27.8671080583736,14.9,1.20279053734755,8.51549E7,329310.0,50.0
2007,"Zambia","ZMB",141.798,5.874,1.14100616611535E10,6.200025421802,740.0,9.11645030863837E9,85.0,11.7998719972303,4.87252579230924,45.0826829268293,75.2822487300357,21.4312037526245,169.8,2.42033662535873,1.2313942E7,752610.0,33.0
